Left Wing,Center Back,Center Forward,Left Back,Right Back
65+2,43+2,65+2,50+2,50+2
58+2,63+2,58+2,63+2,63+2
61+2,65+2,61+2,64+2,64+2
64+2,57+2,63+2,58+2,58+2
55+2,66+2,54+2,66+2,66+2
53+2,64+2,53+2,61+2,61+2
66+2,44+2,67+2,48+2,48+2
66+2,56+2,65+2,61+2,61+2
,,,,
56+2,60+2,53+2,64+2,64+2
62+2,51+2,62+2,50+2,50+2
65+2,34+2,63+2,44+2,44+2
61+2,64+2,61+2,60+2,60+2
56+2,64+2,54+2,66+2,66+2
59+2,64+2,57+2,65+2,65+2
65+2,42+2,62+2,49+2,49+2
,,,,
61+2,61+2,58+2,65+2,65+2
65+2,40+2,63+2,49+2,49+2
63+2,63+2,64+2,61+2,61+2
65+2,40+2,63+2,48+2,48+2
65+2,48+2,64+2,54+2,54+2
65+2,40+2,64+2,46+2,46+2
47+2,65+2,48+2,60+2,60+2
61+2,63+2,61+2,64+2,64+2
64+2,55+2,64+2,58+2,58+2
58+2,66+2,60+2,62+2,62+2
,,,,
64+2,59+2,64+2,61+2,61+2
64+2,39+2,62+2,48+2,48+2
65+2,44+2,65+2,51+2,51+2
57+2,63+2,55+2,65+2,65+2
62+2,61+2,59+2,64+2,64+2
45+2,64+2,45+2,60+2,60+2
,,,,
38+2,64+2,40+2,53+2,53+2
64+2,45+2,64+2,49+2,49+2
65+2,39+2,64+2,44+2,44+2
60+2,63+2,58+2,64+2,64+2
65+2,43+2,64+2,48+2,48+2
,,,,
63+2,56+2,62+2,59+2,59+2
58+2,64+2,55+2,65+2,65+2
46+2,64+2,47+2,60+2,60+2
59+2,67+2,60+2,61+2,61+2
63+2,60+2,63+2,61+2,61+2
65+2,43+2,65+2,48+2,48+2
,,,,
65+2,45+2,62+2,53+2,53+2
64+2,47+2,64+2,51+2,51+2
67+2,49+2,64+2,53+2,53+2
62+2,62+2,60+2,65+2,65+2
33+2,64+2,33+2,57+2,57+2
42+2,65+2,41+2,59+2,59+2
,,,,
65+2,46+2,63+2,52+2,52+2
56+2,65+2,55+2,63+2,63+2
64+2,43+2,64+2,47+2,47+2
62+2,66+2,62+2,65+2,65+2
54+2,65+2,53+2,64+2,64+2
39+2,65+2,39+2,59+2,59+2
52+2,64+2,55+2,58+2,58+2
57+2,45+2,61+2,43+2,43+2
59+2,68+2,61+2,64+2,64+2
60+2,62+2,62+2,62+2,62+2
66+2,39+2,65+2,46+2,46+2
66+2,41+2,64+2,48+2,48+2
66+2,35+2,64+2,45+2,45+2
63+2,58+2,61+2,60+2,60+2
63+2,44+2,64+2,46+2,46+2
64+2,49+2,64+2,53+2,53+2
61+2,62+2,59+2,64+2,64+2
66+2,44+2,65+2,49+2,49+2
,,,,
60+2,64+2,59+2,65+2,65+2
65+2,45+2,64+2,51+2,51+2
62+2,42+2,62+2,43+2,43+2
63+2,43+2,64+2,46+2,46+2
60+2,54+2,61+2,60+2,60+2
45+2,64+2,44+2,54+2,54+2
46+2,65+2,47+2,59+2,59+2
57+2,66+2,55+2,64+2,64+2
61+2,63+2,61+2,63+2,63+2
64+2,50+2,64+2,55+2,55+2
53+2,63+2,52+2,64+2,64+2
63+2,61+2,63+2,59+2,59+2
64+2,53+2,65+2,58+2,58+2
61+2,46+2,63+2,46+2,46+2
68+2,59+2,67+2,64+2,64+2
56+2,65+2,58+2,62+2,62+2
52+2,65+2,54+2,61+2,61+2
64+2,52+2,64+2,54+2,54+2
63+2,48+2,64+2,52+2,52+2
53+2,65+2,53+2,63+2,63+2
64+2,58+2,64+2,59+2,59+2
65+2,51+2,64+2,55+2,55+2
58+2,63+2,57+2,64+2,64+2
64+2,61+2,64+2,62+2,62+2
60+2,64+2,60+2,64+2,64+2
63+2,60+2,64+2,60+2,60+2
,,,,
60+2,66+2,59+2,64+2,64+2
66+2,44+2,65+2,50+2,50+2
66+2,46+2,64+2,52+2,52+2
61+2,61+2,59+2,65+2,65+2
56+2,65+2,57+2,62+2,62+2
65+2,54+2,64+2,59+2,59+2
58+2,61+2,56+2,65+2,65+2
60+2,62+2,61+2,61+2,61+2
54+2,65+2,54+2,62+2,62+2
59+2,63+2,58+2,64+2,64+2
64+2,43+2,64+2,46+2,46+2
35+2,64+2,36+2,57+2,57+2
65+2,36+2,62+2,46+2,46+2
52+2,66+2,52+2,63+2,63+2
57+2,61+2,54+2,65+2,65+2
65+2,45+2,65+2,48+2,48+2
64+2,61+2,63+2,62+2,62+2
47+2,65+2,46+2,63+2,63+2
,,,,
62+2,67+2,63+2,64+2,64+2
55+2,68+2,55+2,65+2,65+2
66+2,52+2,65+2,57+2,57+2
63+2,41+2,63+2,48+2,48+2
56+2,66+2,56+2,65+2,65+2
62+2,61+2,63+2,63+2,63+2
65+2,65+2,64+2,67+2,67+2
66+2,40+2,65+2,48+2,48+2
66+2,49+2,65+2,54+2,54+2
37+2,65+2,39+2,55+2,55+2
62+2,39+2,64+2,42+2,42+2
54+2,60+2,51+2,65+2,65+2
57+2,67+2,55+2,64+2,64+2
61+2,65+2,63+2,63+2,63+2
57+2,65+2,54+2,64+2,64+2
61+2,60+2,58+2,64+2,64+2
64+2,45+2,62+2,52+2,52+2
60+2,63+2,58+2,65+2,65+2
65+2,37+2,65+2,47+2,47+2
63+2,47+2,63+2,49+2,49+2
64+2,42+2,64+2,47+2,47+2
65+2,51+2,63+2,58+2,58+2
65+2,40+2,64+2,47+2,47+2
63+2,37+2,64+2,43+2,43+2
62+2,59+2,63+2,62+2,62+2
43+2,64+2,45+2,55+2,55+2
60+2,61+2,62+2,59+2,59+2
66+2,48+2,64+2,52+2,52+2
59+2,51+2,62+2,50+2,50+2
59+2,44+2,62+2,44+2,44+2
,,,,
64+2,61+2,61+2,65+2,65+2
63+2,63+2,62+2,64+2,64+2
64+2,45+2,63+2,51+2,51+2
63+2,51+2,62+2,59+2,59+2
58+2,64+2,56+2,65+2,65+2
65+2,49+2,66+2,52+2,52+2
43+2,65+2,43+2,59+2,59+2
58+2,65+2,58+2,63+2,63+2
61+2,65+2,60+2,62+2,62+2
65+2,61+2,65+2,62+2,62+2
65+2,40+2,64+2,47+2,47+2
56+2,60+2,57+2,58+2,58+2
57+2,63+2,51+2,65+2,65+2
60+2,62+2,61+2,59+2,59+2
63+2,57+2,63+2,59+2,59+2
41+2,65+2,43+2,53+2,53+2
38+2,65+2,39+2,57+2,57+2
41+2,65+2,42+2,56+2,56+2
63+2,39+2,62+2,47+2,47+2
65+2,51+2,63+2,57+2,57+2
41+2,64+2,39+2,59+2,59+2
62+2,63+2,61+2,64+2,64+2
54+2,65+2,53+2,65+2,65+2
63+2,58+2,62+2,61+2,61+2
57+2,57+2,53+2,64+2,64+2
64+2,52+2,65+2,57+2,57+2
60+2,62+2,58+2,65+2,65+2
65+2,48+2,64+2,52+2,52+2
58+2,64+2,57+2,63+2,63+2
59+2,62+2,60+2,61+2,61+2
,,,,
64+2,49+2,64+2,52+2,52+2
64+2,49+2,62+2,53+2,53+2
67+2,53+2,67+2,58+2,58+2
60+2,62+2,59+2,64+2,64+2
61+2,64+2,60+2,65+2,65+2
57+2,60+2,54+2,65+2,65+2
62+2,58+2,60+2,63+2,63+2
49+2,65+2,48+2,59+2,59+2
55+2,65+2,54+2,63+2,63+2
61+2,60+2,58+2,65+2,65+2
66+2,43+2,65+2,51+2,51+2
,,,,
56+2,62+2,54+2,64+2,64+2
,,,,
60+2,51+2,62+2,50+2,50+2
63+2,65+2,64+2,65+2,65+2
67+2,46+2,68+2,54+2,54+2
64+2,63+2,63+2,66+2,66+2
49+2,64+2,47+2,64+2,64+2
,,,,
50+2,65+2,51+2,61+2,61+2
55+2,64+2,56+2,62+2,62+2
41+2,64+2,42+2,57+2,57+2
61+2,42+2,62+2,45+2,45+2
61+2,55+2,64+2,52+2,52+2
63+2,47+2,64+2,48+2,48+2
47+2,64+2,46+2,61+2,61+2
64+2,57+2,65+2,59+2,59+2
49+2,64+2,51+2,60+2,60+2
56+2,62+2,52+2,64+2,64+2
64+2,51+2,63+2,56+2,56+2
55+2,62+2,51+2,65+2,65+2
44+2,65+2,45+2,61+2,61+2
66+2,40+2,64+2,47+2,47+2
67+2,54+2,66+2,59+2,59+2
41+2,64+2,42+2,56+2,56+2
39+2,65+2,42+2,57+2,57+2
,,,,
56+2,66+2,55+2,65+2,65+2
63+2,61+2,62+2,63+2,63+2
62+2,63+2,61+2,65+2,65+2
,,,,
,,,,
60+2,64+2,60+2,64+2,64+2
,,,,
61+2,60+2,60+2,62+2,62+2
63+2,49+2,64+2,54+2,54+2
61+2,62+2,61+2,62+2,62+2
58+2,62+2,55+2,64+2,64+2
63+2,49+2,63+2,50+2,50+2
57+2,65+2,57+2,60+2,60+2
49+2,65+2,50+2,62+2,62+2
51+2,64+2,51+2,61+2,61+2
63+2,62+2,63+2,62+2,62+2
40+2,64+2,39+2,59+2,59+2
57+2,62+2,53+2,65+2,65+2
61+2,38+2,63+2,42+2,42+2
63+2,55+2,62+2,57+2,57+2
35+2,64+2,36+2,52+2,52+2
64+2,64+2,64+2,65+2,65+2
55+2,65+2,56+2,62+2,62+2
64+2,41+2,64+2,43+2,43+2
57+2,63+2,56+2,63+2,63+2
,,,,
58+2,44+2,61+2,43+2,43+2
52+2,59+2,48+2,65+2,65+2
56+2,65+2,53+2,65+2,65+2
,,,,
60+2,62+2,59+2,65+2,65+2
60+2,45+2,61+2,45+2,45+2
65+2,38+2,64+2,46+2,46+2
60+2,60+2,59+2,64+2,64+2
62+2,60+2,61+2,63+2,63+2
45+2,64+2,44+2,59+2,59+2
46+2,65+2,46+2,60+2,60+2
59+2,61+2,56+2,64+2,64+2
37+2,64+2,38+2,58+2,58+2
58+2,42+2,61+2,40+2,40+2
65+2,61+2,63+2,64+2,64+2
65+2,35+2,65+2,42+2,42+2
64+2,42+2,65+2,49+2,49+2
62+2,44+2,64+2,47+2,47+2
55+2,64+2,54+2,64+2,64+2
56+2,63+2,56+2,62+2,62+2
34+2,64+2,34+2,58+2,58+2
,,,,
64+2,42+2,63+2,51+2,51+2
65+2,43+2,66+2,48+2,48+2
64+2,44+2,63+2,52+2,52+2
49+2,64+2,48+2,62+2,62+2
59+2,63+2,60+2,63+2,63+2
66+2,45+2,66+2,49+2,49+2
,,,,
65+2,42+2,64+2,48+2,48+2
68+2,39+2,67+2,47+2,47+2
42+2,65+2,42+2,57+2,57+2
43+2,65+2,45+2,58+2,58+2
61+2,64+2,60+2,63+2,63+2
54+2,65+2,52+2,65+2,65+2
55+2,65+2,56+2,62+2,62+2
66+2,49+2,66+2,52+2,52+2
63+2,55+2,61+2,60+2,60+2
57+2,65+2,56+2,65+2,65+2
64+2,63+2,63+2,64+2,64+2
64+2,51+2,63+2,57+2,57+2
65+2,66+2,64+2,66+2,66+2
33+2,65+2,37+2,55+2,55+2
48+2,65+2,49+2,58+2,58+2
63+2,39+2,64+2,43+2,43+2
,,,,
60+2,60+2,59+2,64+2,64+2
61+2,63+2,61+2,64+2,64+2
,,,,
56+2,44+2,60+2,41+2,41+2
56+2,62+2,53+2,65+2,65+2
,,,,
,,,,
41+2,65+2,41+2,57+2,57+2
67+2,55+2,66+2,58+2,58+2
55+2,65+2,56+2,62+2,62+2
66+2,59+2,66+2,61+2,61+2
60+2,61+2,60+2,63+2,63+2
61+2,63+2,60+2,64+2,64+2
66+2,32+2,64+2,43+2,43+2
63+2,49+2,62+2,54+2,54+2
61+2,63+2,59+2,64+2,64+2
62+2,38+2,63+2,42+2,42+2
57+2,38+2,60+2,35+2,35+2
52+2,64+2,50+2,65+2,65+2
49+2,66+2,48+2,64+2,64+2
52+2,64+2,51+2,62+2,62+2
65+2,52+2,64+2,55+2,55+2
63+2,53+2,63+2,60+2,60+2
,,,,
55+2,64+2,53+2,64+2,64+2
59+2,69+2,60+2,67+2,67+2
41+2,64+2,40+2,59+2,59+2
,,,,
,,,,
55+2,65+2,54+2,63+2,63+2
57+2,42+2,60+2,42+2,42+2
42+2,65+2,41+2,59+2,59+2
,,,,
54+2,60+2,56+2,58+2,58+2
60+2,63+2,60+2,63+2,63+2
,,,,
64+2,60+2,63+2,64+2,64+2
62+2,63+2,61+2,64+2,64+2
48+2,65+2,44+2,65+2,65+2
37+2,64+2,39+2,54+2,54+2
34+2,64+2,34+2,56+2,56+2
41+2,64+2,42+2,57+2,57+2
,,,,
65+2,39+2,64+2,49+2,49+2
61+2,62+2,59+2,65+2,65+2
,,,,
65+2,44+2,63+2,51+2,51+2
63+2,63+2,61+2,65+2,65+2
51+2,65+2,52+2,61+2,61+2
,,,,
,,,,
65+2,44+2,65+2,47+2,47+2
50+2,65+2,50+2,61+2,61+2
,,,,
53+2,65+2,49+2,64+2,64+2
47+2,65+2,47+2,61+2,61+2
54+2,64+2,52+2,64+2,64+2
63+2,53+2,63+2,59+2,59+2
,,,,
46+2,65+2,46+2,59+2,59+2
66+2,40+2,65+2,47+2,47+2
61+2,45+2,63+2,41+2,41+2
46+2,64+2,46+2,60+2,60+2
42+2,64+2,43+2,56+2,56+2
50+2,65+2,52+2,58+2,58+2
63+2,61+2,61+2,65+2,65+2
54+2,64+2,51+2,64+2,64+2
59+2,66+2,59+2,64+2,64+2
60+2,63+2,57+2,65+2,65+2
39+2,64+2,39+2,55+2,55+2
60+2,62+2,63+2,57+2,57+2
66+2,38+2,64+2,48+2,48+2
63+2,44+2,64+2,46+2,46+2
61+2,61+2,61+2,63+2,63+2
64+2,53+2,63+2,57+2,57+2
41+2,64+2,42+2,56+2,56+2
66+2,45+2,65+2,51+2,51+2
64+2,40+2,62+2,49+2,49+2
61+2,47+2,63+2,50+2,50+2
58+2,64+2,58+2,65+2,65+2
61+2,44+2,62+2,47+2,47+2
66+2,62+2,63+2,64+2,64+2
64+2,63+2,64+2,64+2,64+2
45+2,64+2,44+2,62+2,62+2
66+2,46+2,65+2,53+2,53+2
,,,,
47+2,64+2,47+2,60+2,60+2
66+2,46+2,64+2,51+2,51+2
63+2,64+2,61+2,64+2,64+2
66+2,41+2,66+2,46+2,46+2
57+2,66+2,56+2,62+2,62+2
58+2,62+2,54+2,64+2,64+2
57+2,63+2,58+2,62+2,62+2
56+2,63+2,56+2,63+2,63+2
63+2,61+2,61+2,65+2,65+2
55+2,65+2,56+2,62+2,62+2
64+2,44+2,62+2,50+2,50+2
57+2,64+2,57+2,62+2,62+2
63+2,39+2,62+2,46+2,46+2
65+2,64+2,65+2,67+2,67+2
57+2,63+2,54+2,65+2,65+2
62+2,45+2,63+2,47+2,47+2
62+2,41+2,62+2,44+2,44+2
65+2,62+2,64+2,64+2,64+2
,,,,
56+2,63+2,57+2,61+2,61+2
34+2,65+2,36+2,53+2,53+2
66+2,36+2,65+2,44+2,44+2
50+2,65+2,51+2,61+2,61+2
58+2,66+2,58+2,65+2,65+2
45+2,65+2,45+2,58+2,58+2
66+2,65+2,65+2,65+2,65+2
59+2,61+2,56+2,64+2,64+2
58+2,64+2,57+2,65+2,65+2
65+2,40+2,65+2,47+2,47+2
,,,,
,,,,
64+2,62+2,62+2,65+2,65+2
56+2,65+2,55+2,65+2,65+2
66+2,40+2,64+2,46+2,46+2
57+2,65+2,55+2,65+2,65+2
60+2,64+2,62+2,62+2,62+2
60+2,61+2,60+2,61+2,61+2
49+2,65+2,50+2,61+2,61+2
63+2,57+2,62+2,62+2,62+2
52+2,65+2,51+2,63+2,63+2
42+2,65+2,41+2,57+2,57+2
65+2,47+2,65+2,56+2,56+2
61+2,64+2,61+2,66+2,66+2
62+2,61+2,61+2,64+2,64+2
43+2,65+2,44+2,59+2,59+2
65+2,51+2,65+2,56+2,56+2
60+2,46+2,63+2,45+2,45+2
64+2,54+2,64+2,55+2,55+2
,,,,
45+2,65+2,48+2,58+2,58+2
63+2,60+2,63+2,61+2,61+2
,,,,
58+2,48+2,59+2,47+2,47+2
65+2,42+2,66+2,46+2,46+2
66+2,45+2,66+2,50+2,50+2
54+2,61+2,51+2,64+2,64+2
65+2,43+2,63+2,50+2,50+2
54+2,62+2,51+2,64+2,64+2
,,,,
60+2,41+2,63+2,41+2,41+2
63+2,57+2,63+2,60+2,60+2
65+2,56+2,64+2,59+2,59+2
64+2,46+2,64+2,51+2,51+2
59+2,65+2,59+2,62+2,62+2
59+2,62+2,61+2,56+2,56+2
40+2,65+2,41+2,57+2,57+2
41+2,64+2,44+2,55+2,55+2
65+2,41+2,65+2,48+2,48+2
38+2,65+2,39+2,59+2,59+2
57+2,64+2,55+2,63+2,63+2
62+2,63+2,60+2,65+2,65+2
51+2,66+2,48+2,64+2,64+2
58+2,63+2,58+2,63+2,63+2
60+2,67+2,61+2,65+2,65+2
58+2,66+2,57+2,65+2,65+2
63+2,59+2,63+2,61+2,61+2
,,,,
65+2,41+2,62+2,49+2,49+2
60+2,63+2,57+2,65+2,65+2
58+2,62+2,55+2,65+2,65+2
65+2,46+2,65+2,49+2,49+2
62+2,40+2,64+2,41+2,41+2
63+2,58+2,63+2,60+2,60+2
64+2,39+2,64+2,47+2,47+2
65+2,43+2,64+2,48+2,48+2
62+2,51+2,64+2,48+2,48+2
,,,,
61+2,61+2,59+2,64+2,64+2
63+2,62+2,61+2,64+2,64+2
65+2,40+2,63+2,50+2,50+2
65+2,48+2,63+2,53+2,53+2
63+2,54+2,63+2,56+2,56+2
43+2,65+2,43+2,58+2,58+2
49+2,64+2,48+2,60+2,60+2
64+2,55+2,65+2,59+2,59+2
61+2,63+2,60+2,65+2,65+2
60+2,36+2,62+2,41+2,41+2
65+2,40+2,65+2,45+2,45+2
55+2,65+2,54+2,64+2,64+2
64+2,64+2,65+2,63+2,63+2
64+2,44+2,64+2,48+2,48+2
63+2,48+2,64+2,53+2,53+2
66+2,37+2,65+2,47+2,47+2
63+2,45+2,64+2,50+2,50+2
55+2,64+2,56+2,63+2,63+2
61+2,61+2,57+2,65+2,65+2
,,,,
64+2,44+2,63+2,50+2,50+2
54+2,65+2,53+2,63+2,63+2
52+2,65+2,51+2,64+2,64+2
64+2,62+2,60+2,64+2,64+2
45+2,65+2,47+2,57+2,57+2
66+2,60+2,65+2,61+2,61+2
42+2,65+2,42+2,60+2,60+2
56+2,64+2,57+2,62+2,62+2
,,,,
65+2,47+2,63+2,54+2,54+2
64+2,61+2,61+2,63+2,63+2
43+2,65+2,43+2,58+2,58+2
64+2,49+2,64+2,55+2,55+2
64+2,48+2,65+2,48+2,48+2
45+2,65+2,45+2,61+2,61+2
63+2,54+2,61+2,59+2,59+2
47+2,65+2,47+2,61+2,61+2
,,,,
58+2,38+2,61+2,37+2,37+2
64+2,55+2,64+2,59+2,59+2
33+2,65+2,34+2,57+2,57+2
48+2,64+2,48+2,61+2,61+2
60+2,41+2,62+2,45+2,45+2
39+2,64+2,41+2,55+2,55+2
62+2,59+2,62+2,60+2,60+2
62+2,64+2,62+2,63+2,63+2
64+2,40+2,64+2,44+2,44+2
45+2,64+2,47+2,59+2,59+2
45+2,64+2,46+2,58+2,58+2
43+2,64+2,44+2,59+2,59+2
56+2,64+2,55+2,64+2,64+2
65+2,50+2,64+2,55+2,55+2
49+2,67+2,50+2,59+2,59+2
45+2,64+2,45+2,58+2,58+2
40+2,65+2,43+2,57+2,57+2
65+2,46+2,66+2,49+2,49+2
54+2,63+2,52+2,65+2,65+2
65+2,59+2,64+2,62+2,62+2
65+2,39+2,64+2,45+2,45+2
,,,,
56+2,62+2,55+2,65+2,65+2
62+2,59+2,63+2,56+2,56+2
55+2,63+2,52+2,65+2,65+2
48+2,64+2,47+2,59+2,59+2
58+2,41+2,61+2,41+2,41+2
63+2,55+2,63+2,58+2,58+2
66+2,45+2,66+2,49+2,49+2
,,,,
52+2,65+2,48+2,65+2,65+2
,,,,
44+2,64+2,46+2,56+2,56+2
,,,,
63+2,61+2,61+2,63+2,63+2
66+2,37+2,65+2,45+2,45+2
,,,,
53+2,64+2,54+2,59+2,59+2
64+2,58+2,64+2,60+2,60+2
63+2,38+2,62+2,45+2,45+2
56+2,62+2,54+2,65+2,65+2
47+2,64+2,47+2,59+2,59+2
62+2,60+2,59+2,64+2,64+2
52+2,64+2,51+2,63+2,63+2
54+2,64+2,54+2,61+2,61+2
37+2,64+2,38+2,57+2,57+2
64+2,38+2,64+2,45+2,45+2
58+2,47+2,62+2,45+2,45+2
65+2,61+2,64+2,64+2,64+2
65+2,61+2,64+2,61+2,61+2
,,,,
62+2,45+2,62+2,45+2,45+2
59+2,61+2,56+2,64+2,64+2
50+2,64+2,48+2,63+2,63+2
65+2,41+2,64+2,49+2,49+2
64+2,46+2,63+2,51+2,51+2
59+2,62+2,60+2,59+2,59+2
67+2,40+2,66+2,47+2,47+2
59+2,65+2,59+2,63+2,63+2
63+2,65+2,63+2,66+2,66+2
62+2,62+2,62+2,63+2,63+2
66+2,35+2,63+2,44+2,44+2
57+2,66+2,55+2,65+2,65+2
65+2,38+2,64+2,44+2,44+2
36+2,65+2,36+2,56+2,56+2
,,,,
66+2,51+2,66+2,56+2,56+2
59+2,65+2,58+2,64+2,64+2
43+2,65+2,44+2,56+2,56+2
57+2,63+2,59+2,62+2,62+2
65+2,59+2,65+2,61+2,61+2
59+2,40+2,62+2,42+2,42+2
,,,,
61+2,66+2,62+2,64+2,64+2
64+2,54+2,65+2,56+2,56+2
,,,,
67+2,52+2,66+2,56+2,56+2
46+2,65+2,46+2,59+2,59+2
,,,,
64+2,41+2,64+2,47+2,47+2
60+2,65+2,61+2,61+2,61+2
,,,,
63+2,57+2,61+2,61+2,61+2
39+2,64+2,40+2,54+2,54+2
49+2,64+2,52+2,57+2,57+2
47+2,65+2,49+2,60+2,60+2
,,,,
45+2,64+2,44+2,59+2,59+2
64+2,56+2,63+2,58+2,58+2
56+2,47+2,60+2,44+2,44+2
46+2,65+2,47+2,58+2,58+2
,,,,
65+2,55+2,64+2,58+2,58+2
48+2,66+2,51+2,59+2,59+2
40+2,65+2,41+2,58+2,58+2
62+2,62+2,60+2,65+2,65+2
56+2,48+2,59+2,43+2,43+2
,,,,
63+2,63+2,63+2,62+2,62+2
61+2,63+2,59+2,65+2,65+2
59+2,63+2,57+2,64+2,64+2
59+2,63+2,58+2,65+2,65+2
57+2,63+2,55+2,64+2,64+2
66+2,46+2,66+2,52+2,52+2
40+2,64+2,40+2,57+2,57+2
39+2,64+2,40+2,57+2,57+2
56+2,40+2,60+2,38+2,38+2
66+2,57+2,66+2,56+2,56+2
,,,,
64+2,37+2,64+2,43+2,43+2
56+2,61+2,53+2,64+2,64+2
64+2,66+2,64+2,65+2,65+2
55+2,66+2,54+2,64+2,64+2
,,,,
64+2,38+2,63+2,46+2,46+2
64+2,56+2,63+2,58+2,58+2
49+2,65+2,49+2,57+2,57+2
55+2,64+2,53+2,64+2,64+2
63+2,46+2,64+2,50+2,50+2
62+2,44+2,62+2,46+2,46+2
,,,,
54+2,66+2,54+2,62+2,62+2
65+2,38+2,63+2,47+2,47+2
59+2,63+2,57+2,64+2,64+2
57+2,65+2,55+2,65+2,65+2
48+2,64+2,45+2,60+2,60+2
60+2,46+2,62+2,45+2,45+2
35+2,64+2,36+2,56+2,56+2
61+2,62+2,62+2,63+2,63+2
58+2,63+2,56+2,64+2,64+2
56+2,47+2,61+2,43+2,43+2
63+2,62+2,63+2,66+2,66+2
62+2,41+2,63+2,45+2,45+2
63+2,41+2,64+2,42+2,42+2
61+2,50+2,62+2,49+2,49+2
65+2,46+2,64+2,53+2,53+2
58+2,65+2,59+2,62+2,62+2
65+2,47+2,64+2,52+2,52+2
62+2,64+2,61+2,65+2,65+2
42+2,70+2,47+2,59+2,59+2
66+2,45+2,64+2,48+2,48+2
45+2,69+2,46+2,63+2,63+2
65+2,34+2,63+2,45+2,45+2
68+2,50+2,66+2,55+2,55+2
38+2,65+2,40+2,57+2,57+2
59+2,64+2,58+2,63+2,63+2
65+2,45+2,63+2,54+2,54+2
64+2,65+2,64+2,66+2,66+2
60+2,59+2,58+2,65+2,65+2
64+2,44+2,63+2,47+2,47+2
65+2,43+2,63+2,52+2,52+2
65+2,41+2,64+2,49+2,49+2
64+2,52+2,63+2,58+2,58+2
64+2,48+2,62+2,56+2,56+2
58+2,66+2,56+2,65+2,65+2
51+2,67+2,48+2,64+2,64+2
67+2,55+2,65+2,63+2,63+2
56+2,65+2,56+2,63+2,63+2
65+2,41+2,66+2,46+2,46+2
37+2,65+2,38+2,57+2,57+2
42+2,65+2,42+2,58+2,58+2
62+2,46+2,62+2,49+2,49+2
61+2,50+2,62+2,48+2,48+2
59+2,62+2,57+2,65+2,65+2
65+2,35+2,64+2,45+2,45+2
61+2,49+2,62+2,51+2,51+2
61+2,47+2,62+2,46+2,46+2
59+2,63+2,58+2,64+2,64+2
55+2,62+2,52+2,64+2,64+2
62+2,56+2,64+2,58+2,58+2
62+2,42+2,62+2,47+2,47+2
68+2,38+2,66+2,48+2,48+2
48+2,65+2,45+2,63+2,63+2
60+2,65+2,60+2,65+2,65+2
66+2,45+2,64+2,53+2,53+2
65+2,50+2,64+2,51+2,51+2
63+2,64+2,62+2,65+2,65+2
56+2,63+2,56+2,62+2,62+2
66+2,59+2,65+2,61+2,61+2
65+2,51+2,64+2,55+2,55+2
65+2,48+2,65+2,54+2,54+2
66+2,63+2,66+2,64+2,64+2
62+2,65+2,60+2,65+2,65+2
65+2,45+2,66+2,51+2,51+2
64+2,43+2,64+2,46+2,46+2
48+2,64+2,48+2,60+2,60+2
66+2,38+2,65+2,46+2,46+2
56+2,65+2,54+2,65+2,65+2
43+2,65+2,46+2,56+2,56+2
65+2,47+2,62+2,53+2,53+2
65+2,31+2,63+2,43+2,43+2
51+2,65+2,49+2,63+2,63+2
62+2,60+2,61+2,64+2,64+2
57+2,64+2,59+2,61+2,61+2
,,,,
57+2,65+2,57+2,62+2,62+2
,,,,
65+2,52+2,65+2,59+2,59+2
58+2,64+2,57+2,62+2,62+2
62+2,41+2,62+2,44+2,44+2
62+2,45+2,64+2,48+2,48+2
66+2,56+2,66+2,58+2,58+2
,,,,
65+2,40+2,65+2,47+2,47+2
54+2,64+2,51+2,64+2,64+2
63+2,57+2,62+2,60+2,60+2
56+2,47+2,59+2,43+2,43+2
55+2,64+2,56+2,60+2,60+2
63+2,60+2,60+2,65+2,65+2
61+2,66+2,61+2,64+2,64+2
65+2,41+2,62+2,50+2,50+2
63+2,45+2,63+2,50+2,50+2
65+2,39+2,63+2,48+2,48+2
45+2,64+2,45+2,58+2,58+2
51+2,65+2,46+2,64+2,64+2
59+2,64+2,60+2,62+2,62+2
65+2,46+2,64+2,50+2,50+2
66+2,38+2,64+2,49+2,49+2
66+2,40+2,65+2,46+2,46+2
64+2,53+2,64+2,54+2,54+2
57+2,62+2,56+2,63+2,63+2
,,,,
34+2,64+2,37+2,56+2,56+2
61+2,42+2,63+2,44+2,44+2
58+2,42+2,61+2,40+2,40+2
53+2,65+2,52+2,63+2,63+2
48+2,64+2,49+2,59+2,59+2
62+2,46+2,64+2,46+2,46+2
63+2,62+2,62+2,64+2,64+2
38+2,65+2,39+2,58+2,58+2
65+2,46+2,65+2,52+2,52+2
65+2,41+2,64+2,47+2,47+2
54+2,67+2,52+2,64+2,64+2
62+2,51+2,63+2,52+2,52+2
60+2,62+2,59+2,64+2,64+2
59+2,61+2,57+2,64+2,64+2
43+2,65+2,44+2,58+2,58+2
66+2,53+2,65+2,57+2,57+2
59+2,61+2,59+2,63+2,63+2
42+2,64+2,42+2,58+2,58+2
66+2,59+2,65+2,63+2,63+2
65+2,43+2,64+2,50+2,50+2
44+2,64+2,44+2,59+2,59+2
,,,,
64+2,51+2,64+2,55+2,55+2
62+2,56+2,62+2,60+2,60+2
60+2,63+2,59+2,64+2,64+2
,,,,
60+2,62+2,59+2,65+2,65+2
65+2,44+2,63+2,51+2,51+2
