Club,Jersey Number,ClubID,Position
Hobro IK,17,9463,LM
Santa Clara,5,9464,CDM
Rio Ave FC,6,9465,RCB
Wycombe Wanderers,3,9466,LB
Elche CF,9,9467,ST
Charlton Athletic,1,9468,GK
CD Lugo,18,9469,CDM
Bradford City,2,9470,RB
Brescia,3,9471,RB
GD Chaves,28,9472,RB
SK Slavia Praha,12,9473,LB
Hammarby IF,9,9474,ST
Once Caldas,3,9475,CB
KAS Eupen,25,9476,CB
Deportivo Pasto,24,9477,ST
Columbus Crew SC,13,9478,LM
Ascoli,1,9479,GK
FC Sochaux-Montbéliard,27,9480,ST
Jaguares de Córdoba,20,9481,LB
Club Atlético Tigre,8,9482,RM
US Orléans Loiret Football,5,9483,RB
Atlético Huila,1,9484,GK
AS Monaco,36,9485,CAM
Hebei China Fortune FC,8,9486,RM
1. FC Kaiserslautern,35,9487,LCB
?l?sk Wroc?aw,4,9488,LB
Sheffield United,39,9489,ST
Neuchâtel Xamax,88,9490,ST
Plymouth Argyle,1,9491,GK
Coventry City,8,9492,LDM
SpVgg Greuther Fürth,11,9493,LM
Unión La Calera,22,9494,RB
Lobos BUAP,18,9495,LB
Venezia FC,3,9496,CB
Norwich City,30,9497,ST
FC Würzburger Kickers,3,9498,CB
Deportes Tolima,17,9499,CDM
Valenciennes FC,28,9500,LB
Wycombe Wanderers,20,9501,LS
Shandong Luneng TaiShan FC,33,9502,RM
Padova,27,9503,RS
Sparta Praha,30,9504,LS
VVV-Venlo,11,9505,LW
Vegalta Sendai,16,9506,RF
Philadelphia Union,8,9507,CDM
Columbus Crew SC,28,9508,RM
Real Salt Lake,2,9509,RB
Holstein Kiel,13,9510,CDM
FC Admira Wacker Mödling,7,9511,LM
1. FC Magdeburg,13,9512,CB
Boyacá Chicó FC,11,9513,CAM
IFK Norrköping,70,9514,CM
Independiente Medellín,4,9515,CB
Portland Timbers,7,9516,CB
Club Atlas,13,9517,LM
Millwall,21,9518,CM
Alianza Petrolera,16,9519,LB
Wigan Athletic,18,9520,LM
Bristol Rovers,23,9521,LM
Motherwell,27,9522,RM
SpVgg Greuther Fürth,15,9523,LDM
FK Haugesund,77,9524,RM
Bolton Wanderers,3,9525,LB
Gamba Osaka,14,9526,RB
Wolverhampton Wanderers,29,9527,LWB
Cittadella,18,9528,RCB
Adelaide United,10,9529,RCM
Waasland-Beveren,4,9530,LCB
SC Braga,4,9531,CB
Tranmere Rovers,10,9532,RS
IF Elfsborg,17,9533,CF
Molde FK,2,9534,RB
1. FC Heidenheim 1846,38,9535,RM
América FC (Minas Gerais),11,9536,ST
Sparta Praha,3,9537,ST
Portsmouth,3,9538,LB
Philadelphia Union,28,9539,LB
Ulsan Hyundai FC,32,9540,RCM
KV Oostende,7,9541,LAM
Jeonnam Dragons,7,9542,ST
AS Nancy Lorraine,18,9543,CB
SCR Altach,7,9544,RB
GIF Sundsvall,23,9545,RW
Derby County,20,9546,ST
Chicago Fire,22,9547,RB
TSV 1860 München,5,9548,LCM
Dundee FC,4,9549,LDM
Burton Albion,11,9550,LM
Suwon Samsung Bluewings,11,9551,LW
Belgrano de Córdoba,19,9552,CDM
Kashima Antlers,16,9553,LB
1. FC Kaiserslautern,10,9554,RS
Club Atlético Banfield,11,9555,ST
Lech Pozna?,26,9556,RCB
Excelsior,24,9557,RM
Extremadura UD,20,9558,RB
Waasland-Beveren,26,9559,RCB
Charlton Athletic,7,9560,RM
BK Häcken,11,9561,RW
Milton Keynes Dons,4,9562,RCB
1. FC Kaiserslautern,16,9563,CDM
Elche CF,20,9564,CDM
Randers FC,1,9565,GK
Rangers FC,18,9566,CDM
AS Monaco,30,9567,GK
,7,9568,CM
Kashima Antlers,6,9569,RCM
Al Hilal,10,9570,CAM
US Orléans Loiret Football,9,9571,ST
Melbourne City FC,10,9572,LW
Unión Española,22,9573,GK
SG Dynamo Dresden,14,9574,ST
FK Bodø/Glimt,17,9575,RB
Sarpsborg 08 FF,7,9576,RM
CD Antofagasta,9,9577,ST
Jiangsu Suning FC,2,9578,LCB
FC Würzburger Kickers,28,9579,LB
Suwon Samsung Bluewings,8,9580,LCM
Antalyaspor,9,9581,RM
FC St. Gallen,13,9582,ST
Stade Rennais FC,10,9583,CAM
BK Häcken,5,9584,CB
San Luis de Quillota,5,9585,RB
Club Atlético Tigre,25,9586,CDM
Excelsior,9,9587,ST
Kawasaki Frontale,16,9588,CAM
FC Ingolstadt 04,27,9589,RM
Hammarby IF,7,9590,RM
Korona Kielce,14,9591,LDM
Luton Town,1,9592,GK
CD Palestino,3,9593,CB
Pogo? Szczecin,13,9594,ST
Hokkaido Consadole Sapporo,9,9595,ST
CD Nacional,66,9596,CDM
De Graafschap,3,9597,CB
Hull City,19,9598,ST
Cittadella,23,9599,CM
FSV Zwickau,35,9600,LCB
Shonan Bellmare,7,9601,LW
Kashima Antlers,13,9602,RM
Portsmouth,20,9603,RB
Arka Gdynia,92,9604,ST
FC Emmen,23,9605,RCM
Reading,2,9606,RB
AC Ajaccio,27,9607,CB
SCR Altach,2,9608,ST
Club Atlético Aldosivi,5,9609,CM
LASK Linz,5,9610,CB
Kawasaki Frontale,19,9611,CDM
IK Start,11,9612,LW
IK Start,31,9613,CB
Vitória de Setúbal,28,9614,GK
Aarhus GF,29,9615,CAM
FC St. Gallen,8,9616,CDM
Racing Club de Lens,28,9617,LDM
Málaga CF,13,9618,GK
CF Rayo Majadahonda,16,9619,RM
Vegalta Sendai,23,9620,LM
BB Erzurumspor,5,9621,LB
Os Belenenses,47,9622,LCM
SpVgg Unterhaching,10,9623,LDM
Blackburn Rovers,8,9624,LM
CD Tenerife,7,9625,ST
FC Lorient,10,9626,LW
Plymouth Argyle,9,9627,ST
SK Slavia Praha,24,9628,ST
Alanyaspor,29,9629,ST
Colchester United,11,9630,LM
Cerezo Osaka,13,9631,LM
Orlando Pirates,35,9632,RB
Aarhus GF,18,9633,LCB
FC Metz,9,9634,LW
CD Antofagasta,18,9635,LDM
Orlando Pirates,40,9636,GK
Atlanta United,16,9637,LB
Heart of Midlothian,7,9638,CM
Venezia FC,22,9639,GK
HJK Helsinki,8,9640,LM
Deportivo de La Coruña,34,9641,CAM
ADO Den Haag,6,9642,CM
West Bromwich Albion,12,9643,RB
Red Star FC,24,9644,CM
KAS Eupen,6,9645,CDM
Sandefjord Fotball,13,9646,LCB
SK Sturm Graz,6,9647,CDM
Cruz Azul,14,9648,LM
SV Werder Bremen,14,9649,CM
Al Fayha,11,9650,CAM
Once Caldas,7,9651,LM
CD Numancia,8,9652,CDM
St. Johnstone FC,26,9653,LCM
GFC Ajaccio,10,9654,LM
Real Sporting de Gijón,9,9655,RM
FC Würzburger Kickers,7,9656,RM
Walsall,11,9657,LM
Preston North End,45,9658,ST
CD Nacional,6,9659,CDM
Pescara,25,9660,CM
Wycombe Wanderers,21,9661,CB
Real Sporting de Gijón,20,9662,CM
Dundalk,18,9663,LCM
HJK Helsinki,9,9664,RW
Medipol Ba?ak?ehir FK,30,9665,LB
Reading,15,9666,LM
Club Atlético Lanús,13,9667,RCM
FC Luzern,10,9668,ST
Shrewsbury,6,9669,LB
Jeju United FC,6,9670,RB
Portsmouth,7,9671,RCM
Kilmarnock,10,9672,LM
Shimizu S-Pulse,10,9673,LCM
Club Deportes Temuco,18,9674,CB
Al Qadisiyah,19,9675,LB
?l?sk Wroc?aw,32,9676,RDM
Legia Warszawa,41,9677,RB
US Salernitana 1919,6,9678,CM
Fortuna Sittard,5,9679,RCB
Al Batin,23,9680,LM
Djurgårdens IF,12,9681,CF
Oxford United,20,9682,ST
PFC CSKA Moscow,75,9683,ST
NAC Breda,5,9684,CB
Udinese,98,9685,CM
Bury,10,9686,LCM
Colchester United,8,9687,RDM
Middlesbrough,14,9688,LB
Club Tijuana,29,9689,GK
Cagliari,22,9690,LB
SV Darmstadt 98,2,9691,LB
Levante UD,31,9692,CAM
Minnesota United FC,26,9693,CDM
IF Elfsborg,22,9694,ST
US Orléans Loiret Football,1,9695,GK
New York Red Bulls,19,9696,RM
RC Celta,35,9697,ST
Granada CF,9,9698,LM
Urawa Red Diamonds,38,9699,LM
Esbjerg fB,8,9700,RCB
Jagiellonia Bia?ystok,89,9701,CAM
Djurgårdens IF,9,9702,LW
Shonan Bellmare,41,9703,RM
Gimnasia y Esgrima La Plata,18,9704,ST
,23,9705,GK
Lokomotiv Moscow,42,9706,CB
Kalmar FF,44,9707,ST
AIK,26,9708,CB
Sampdoria,95,9709,RM
Dundee FC,15,9710,CB
Cerezo Osaka,23,9711,LCB
US Cremonese,27,9712,CM
Celtic,16,9713,LM
FC København,6,9714,CM
Kaizer Chiefs,13,9715,RW
Neuchâtel Xamax,82,9716,LB
FK Bodø/Glimt,10,9717,CM
Alianza Petrolera,6,9718,RB
Lobos BUAP,26,9719,LB
IFK Göteborg,9,9720,ST
Jeonbuk Hyundai Motors,6,9721,LCB
Excelsior,7,9722,CAM
Changchun Yatai FC,21,9723,LCM
Kaizer Chiefs,5,9724,CB
Motherwell,9,9725,RS
Coventry City,2,9726,RB
Atlanta United,25,9727,GK
CD Antofagasta,21,9728,RDM
VfL Bochum 1848,25,9729,LB
FC Thun,21,9730,LM
Zag??bie Lubin,25,9731,RDM
SpVgg Unterhaching,20,9732,RDM
Yokohama F. Marinos,25,9733,LM
Blackpool,17,9734,RM
VVV-Venlo,19,9735,ST
Sassuolo,23,9736,CB
Paris FC,2,9737,RCB
Once Caldas,20,9738,CDM
FC Dallas,8,9739,ST
Excelsior,5,9740,LB
SKN St. Pölten,7,9741,ST
Universidad Católica,20,9742,CDM
Legia Warszawa,33,9743,GK
Strømsgodset IF,30,9744,ST
Scunthorpe United,17,9745,ST
Gangwon FC,22,9746,LB
SpVgg Greuther Fürth,4,9747,RDM
Milan,90,9748,GK
TSV 1860 München,36,9749,LM
CA Osasuna,27,9750,RM
SønderjyskE,8,9751,LM
Sevilla FC,37,9752,CB
Racing Club,32,9753,CAM
RCD Mallorca,9,9754,ST
Al Hilal,1,9755,GK
Cittadella,1,9756,GK
Sevilla FC,36,9757,RM
Vendsyssel FF,30,9758,RB
CD Universidad de Concepción,23,9759,CAM
Real Oviedo,31,9760,CAM
Coventry City,16,9761,CM
Charlton Athletic,15,9762,RCM
Shonan Bellmare,23,9763,CF
FC Admira Wacker Mödling,11,9764,RW
Real Sporting de Gijón,1,9765,GK
Guangzhou Evergrande Taobao FC,15,9766,LM
Adelaide United,11,9767,LW
Atlético Huila,10,9768,CAM
San Luis de Quillota,18,9769,LM
Godoy Cruz,11,9770,LW
Lobos BUAP,28,9771,CM
Vissel Kobe,24,9772,RB
Sunderland,12,9773,RCB
Norwich City,34,9774,CM
LASK Linz,1,9775,GK
Atlético Tucumán,25,9776,ST
Real Salt Lake,19,9777,CM
Kristiansund BK,18,9778,LDM
Vålerenga Fotball,40,9779,RM
Estudiantes de La Plata,19,9780,ST
Stade Brestois 29,11,9781,ST
Walsall,27,9782,CB
?l?sk Wroc?aw,11,9783,LB
1. FC Union Berlin,3,9784,CB
De Graafschap,6,9785,LCM
VfL Wolfsburg,12,9786,GK
Vancouver Whitecaps FC,16,9787,LB
UD Almería,17,9788,RM
SCR Altach,12,9789,GK
FC St. Gallen,16,9790,LB
Wolverhampton Wanderers,44,9791,CB
SV Darmstadt 98,8,9792,RM
Wis?a P?ock,18,9793,RCB
SønderjyskE,15,9794,LM
Houston Dynamo,23,9795,GK
Kilmarnock,25,9796,ST
Hannover 96,15,9797,CB
AC Ajaccio,10,9798,CAM
Ohod Club,14,9799,CDM
Paris FC,10,9800,LW
Sheffield Wednesday,2,9801,RB
Estudiantes de La Plata,13,9802,LB
Atlético Madrid,46,9803,LM
Ohod Club,1,9804,GK
Alianza Petrolera,7,9805,RM
CD Lugo,17,9806,RB
Waasland-Beveren,10,9807,CAM
América de Cali,3,9808,CB
Colchester United,10,9809,CAM
Philadelphia Union,26,9810,LCB
Pohang Steelers,1,9811,GK
1. FC Kaiserslautern,23,9812,RB
Mansfield Town,32,9813,LS
VfL Sportfreunde Lotte,10,9814,LM
Ascoli,33,9815,LB
Ulsan Hyundai FC,10,9816,ST
St. Johnstone FC,1,9817,GK
Excelsior,20,9818,GK
CD Lugo,21,9819,CDM
Fenerbahçe SK,15,9820,CDM
U.N.A.M.,22,9821,RM
Júbilo Iwata,3,9822,CB
Clermont Foot 63,7,9823,RM
Querétaro,96,9824,LCM
Exeter City,10,9825,RM
Orlando City SC,5,9826,CM
Nottingham Forest,41,9827,GK
St. Johnstone FC,21,9828,CM
Jeju United FC,20,9829,CB
FC Seoul,32,9830,ST
LOSC Lille,30,9831,GK
Hammarby IF,2,9832,RB
Orlando Pirates,31,9833,ST
CD O'Higgins,7,9834,RW
Portsmouth,15,9835,GK
AJ Auxerre,2,9836,RB
VfL Osnabrück,6,9837,LB
Strømsgodset IF,6,9838,RCM
Elche CF,3,9839,LB
West Bromwich Albion,20,9840,RW
Atlético Bucaramanga,12,9841,GK
Ulsan Hyundai FC,27,9842,RB
FC Luzern,3,9843,LCB
Real Sporting de Gijón,11,9844,RM
Club Tijuana,11,9845,LS
Blackburn Rovers,25,9846,CB
KFC Uerdingen 05,1,9847,GK
FC Midtjylland,13,9848,RWB
IK Sirius,90,9849,ST
Suwon Samsung Bluewings,35,9850,RM
FC Nordsjælland,2,9851,RWB
Cittadella,10,9852,ST
FC Luzern,80,9853,CAM
Borussia Dortmund,32,9854,CDM
Sunderland,5,9855,CB
Urawa Red Diamonds,7,9856,LM
Lecce,8,9857,CAM
Los Angeles FC,5,9858,LCB
IK Sirius,26,9859,CM
VfL Osnabrück,8,9860,RDM
Club Atlético Aldosivi,7,9861,ST
Piast Gliwice,27,9862,ST
Roma,22,9863,CAM
Argentinos Juniors,30,9864,LCM
Clube Sport Marítimo,44,9865,CDM
Ranheim Fotball,1,9866,GK
Club Atlético Lanús,27,9867,RB
Le Havre AC,50,9868,GK
Universidad Católica,24,9869,RCM
Korona Kielce,31,9870,CAM
LA Galaxy,16,9871,CB
Júbilo Iwata,21,9872,GK
SpVgg Unterhaching,6,9873,RCB
KSV Cercle Brugge,28,9874,CB
SK Brann,4,9875,CB
Carpi,14,9876,CB
PEC Zwolle,29,9877,CB
Al Batin,11,9878,RM
Spezia,24,9879,RB
SK Brann,11,9880,ST
Gimnàstic de Tarragona,24,9881,CB
1. FC Nürnberg,35,9882,CM
FSV Zwickau,13,9883,CAM
FC Lugano,15,9884,CB
Preston North End,19,9885,CAM
1. FC Kaiserslautern,17,9886,RM
US Salernitana 1919,13,9887,RB
FC Midtjylland,24,9888,RWB
Odds BK,15,9889,CB
1. FC Heidenheim 1846,11,9890,ST
Piast Gliwice,9,9891,ST
Pescara,13,9892,CB
CD Aves,9,9893,ST
Deportivo de La Coruña,27,9894,GK
BK Häcken,7,9895,LW
SC Heerenveen,16,9896,LB
Östersunds FK,3,9897,LCM
SK Brann,19,9898,RW
Dynamo Kyiv,43,9899,ST
Deportivo de La Coruña,37,9900,RM
Arka Gdynia,16,9901,RDM
Audax Italiano,8,9902,CM
Belgrano de Córdoba,11,9903,ST
Reading,16,9904,CM
,,9905,
AS Béziers,2,9906,LB
Hokkaido Consadole Sapporo,25,9907,GK
Hibernian,23,9908,RM
Colorado Rapids,90,9909,CM
Jeju United FC,21,9910,GK
,9,9911,ST
Minnesota United FC,32,9912,LWB
Club Deportes Temuco,14,9913,LCB
SCR Altach,9,9914,RM
FC Wacker Innsbruck,1,9915,GK
Wigan Athletic,20,9916,LB
Cádiz CF,4,9917,RB
San Luis de Quillota,19,9918,ST
Fortuna Sittard,6,9919,CM
AD Alcorcón,23,9920,LM
,15,9921,CM
IFK Norrköping,20,9922,CM
Gimnasia y Esgrima La Plata,6,9923,RWB
Jeonnam Dragons,20,9924,GK
FC Metz,8,9925,RW
Kashima Antlers,30,9926,LM
Sint-Truidense VV,14,9927,LM
Lincoln City,29,9928,ST
Hibernian,24,9929,CB
San Martín de San Juan,27,9930,RM
RC Celta,34,9931,LM
Pohang Steelers,23,9932,RB
San Martin de Tucumán,23,9933,RM
San Lorenzo de Almagro,25,9934,GK
FC Bayern München,36,9935,GK
Brescia,20,9936,RB
Philadelphia Union,2,9937,CDM
Aberdeen,4,9938,RCB
San Martin de Tucumán,15,9939,CDM
1. FC Union Berlin,6,9940,CDM
Alianza Petrolera,8,9941,LDM
LOSC Lille,22,9942,CB
CD Leganés,33,9943,RM
Suwon Samsung Bluewings,21,9944,GK
Chapecoense,20,9945,CB
Newcastle Jets,44,9946,LCB
Reading,22,9947,CAM
Lincoln City,14,9948,LB
Shrewsbury,23,9949,CM
Karlsruher SC,2,9950,RM
Cerezo Osaka,18,9951,ST
LASK Linz,20,9952,ST
Fortuna Sittard,21,9953,CAM
Portsmouth,14,9954,ST
FC Seoul,3,9955,CB
Bury,32,9956,ST
AZ Alkmaar,42,9957,LB
SV Meppen,9,9958,LM
Karlsruher SC,8,9959,RCM
Unión Española,29,9960,LB
Once Caldas,25,9961,GK
Ajax,35,9962,LB
RSC Anderlecht,48,9963,RCM
Club Atlético Tigre,17,9964,RB
Fleetwood Town,8,9965,CM
Jeonnam Dragons,27,9966,RW
San Jose Earthquakes,30,9967,CB
New England Revolution,18,9968,GK
Peterborough United,16,9969,RCB
Middlesbrough,31,9970,GK
Aarhus GF,6,9971,CDM
Cambridge United,1,9972,GK
Vitesse,19,9973,RW
Ascoli,20,9974,RM
Al Faisaly,23,9975,CM
Once Caldas,11,9976,ST
Changchun Yatai FC,23,9977,GK
FC Luzern,15,9978,LDM
Lobos BUAP,12,9979,RB
Chievo Verona,44,9980,LB
Peterborough United,11,9981,LCM
Western Sydney Wanderers,21,9982,LCB
Al Faisaly,26,9983,GK
Deportes Tolima,7,9984,CDM
Southend United,10,9985,ST
Shamrock Rovers,1,9986,GK
SpVgg Greuther Fürth,23,9987,CB
PFC CSKA Moscow,29,9988,CDM
Pogo? Szczecin,17,9989,RCM
FC Seoul,37,9990,CM
Montreal Impact,18,9991,RB
Wycombe Wanderers,24,9992,LW
Al Fateh,4,9993,RCB
Wolfsberger AC,4,9994,CB
Lillestrøm SK,23,9995,LCM
Kayserispor,12,9996,LB
Lechia Gda?sk,5,9997,CB
Randers FC,18,9998,LS
Fortuna Sittard,13,9999,LB
Stoke City,29,10000,GK
Brisbane Roar,13,10001,CAM
Aarhus GF,1,10002,GK
Dundalk,6,10003,CM
Shakhtar Donetsk,28,10004,RM
Birmingham City,11,10005,ST
Lillestrøm SK,10,10006,ST
Udinese,21,10007,CM
América FC (Minas Gerais),16,10008,CDM
Defensa y Justicia,13,10009,LB
Çaykur Rizespor,6,10010,LDM
,5,10011,RCB
FC Seoul,24,10012,CM
Philadelphia Union,4,10013,RCB
IK Start,26,10014,GK
Ajax,37,10015,LW
Kaizer Chiefs,16,10016,GK
Waasland-Beveren,13,10017,RCM
Grenoble Foot 38,18,10018,CAM
Exeter City,21,10019,LB
Wolfsberger AC,24,10020,RCM
Melbourne Victory,21,10021,CDM
Patriotas Boyacá FC,16,10022,LCB
Paris FC,6,10023,CM
Molde FK,27,10024,ST
Ipswich Town,10,10025,ST
VfL Sportfreunde Lotte,3,10026,CDM
SC Preußen Münster,1,10027,GK
Kristiansund BK,17,10028,RB
CD O'Higgins,34,10029,CDM
Livingston FC,23,10030,LM
1. FC Magdeburg,7,10031,LS
Hallescher FC,22,10032,RM
Sarpsborg 08 FF,8,10033,RCM
Sporting Lokeren,35,10034,RB
UD Las Palmas,28,10035,ST
Deportivo Toluca,13,10036,RB
Al Fayha,25,10037,RWB
Aarhus GF,2,10038,RB
DSC Arminia Bielefeld,22,10039,RM
Lillestrøm SK,88,10040,CAM
DSC Arminia Bielefeld,16,10041,ST
Colorado Rapids,21,10042,CM
San Martín de San Juan,25,10043,LB
Central Coast Mariners,20,10044,RCB
CD Universidad de Concepción,12,10045,GK
US Cremonese,5,10046,CB
CD Lugo,11,10047,RS
Akhisar Belediyespor,8,10048,CDM
Wellington Phoenix,15,10049,CDM
Shanghai Greenland Shenhua FC,7,10050,LW
Scunthorpe United,2,10051,RB
SKN St. Pölten,89,10052,RW
Fleetwood Town,26,10053,LB
Al Wehda,12,10054,LB
Cracovia,24,10055,ST
SC Preußen Münster,35,10056,GK
Club Atlético Lanús,39,10057,LW
Exeter City,2,10058,RB
Zag??bie Lubin,89,10059,ST
América de Cali,16,10060,CDM
Venezia FC,5,10061,RCB
Aarhus GF,9,10062,ST
Sanfrecce Hiroshima,15,10063,LCM
FC Red Bull Salzburg,45,10064,CM
FC Energie Cottbus,10,10065,LCM
IF Elfsborg,23,10066,CM
Lechia Gda?sk,8,10067,LM
Jeju United FC,19,10068,RW
Bristol City,16,10069,RM
Aberdeen,18,10070,CB
Holstein Kiel,23,10071,LS
FC Thun,1,10072,GK
DC United,12,10073,RB
Zag??bie Lubin,14,10074,LM
KAA Gent,32,10075,LW
St. Johnstone FC,33,10076,LS
Western Sydney Wanderers,7,10077,LW
Sanfrecce Hiroshima,9,10078,ST
IK Sirius,20,10079,CDM
Wycombe Wanderers,16,10080,RB
FC Utrecht,27,10081,ST
Paris FC,30,10082,GK
Roma,3,10083,LB
Sarpsborg 08 FF,19,10084,LM
Vitesse,6,10085,LB
Reading,20,10086,GK
Manchester United,44,10087,RW
San Martín de San Juan,33,10088,ST
Cosenza,29,10089,CB
Bolton Wanderers,22,10090,LM
FC Metz,1,10091,GK
ADO Den Haag,77,10092,LW
Plymouth Argyle,2,10093,RB
Paris FC,20,10094,CAM
Bury,3,10095,LCB
Chicago Fire,16,10096,CB
Clube Sport Marítimo,4,10097,CB
Cosenza,7,10098,RDM
Club Atlético Tigre,23,10099,GK
VfL Sportfreunde Lotte,13,10100,ST
Rosenborg BK,3,10101,LB
Suwon Samsung Bluewings,28,10102,ST
AJ Auxerre,20,10103,RCB
FC Wacker Innsbruck,29,10104,LW
,20,10105,LCM
Patriotas Boyacá FC,25,10106,GK
Incheon United FC,13,10107,RCB
Vendsyssel FF,20,10108,LB
DC United,14,10109,RB
SK Sturm Graz,11,10110,RF
Junior FC,15,10111,CDM
Scunthorpe United,23,10112,LCB
Los Angeles FC,18,10113,RW
Córdoba CF,15,10114,RB
Real Oviedo,33,10115,CB
AFC Wimbledon,9,10116,LS
,17,10117,LW
Pogo? Szczecin,3,10118,LB
RCD Mallorca,15,10119,RB
FC Würzburger Kickers,19,10120,LS
SV Zulte-Waregem,24,10121,CB
TSG 1899 Hoffenheim,33,10122,GK
Extremadura UD,5,10123,CB
Östersunds FK,77,10124,RCB
Mied? Legnica,24,10125,CB
Real Sociedad,25,10126,CM
UD Las Palmas,27,10127,CDM
Grimsby Town,39,10128,LS
1. FC Magdeburg,9,10129,RW
SK Rapid Wien,21,10130,GK
Rotherham United,2,10131,RB
SG Dynamo Dresden,28,10132,CAM
AJ Auxerre,15,10133,CM
Walsall,16,10134,ST
Deportes Iquique,11,10135,LM
Yokohama F. Marinos,8,10136,CDM
Ajax,40,10137,CM
,16,10138,LCB
Port Vale,5,10139,RCB
Cardiff City,23,10140,LM
Boyacá Chicó FC,12,10141,GK
Patriotas Boyacá FC,19,10142,LW
Örebro SK,14,10143,CB
FC Carl Zeiss Jena,27,10144,RS
Newell's Old Boys,8,10145,CDM
Columbus Crew SC,26,10146,LM
Blackburn Rovers,13,10147,GK
Curicó Unido,27,10148,LM
FC Sochaux-Montbéliard,14,10149,ST
San Martin de Tucumán,32,10150,RB
Plymouth Argyle,13,10151,CM
Gyeongnam FC,15,10152,RB
Viktoria Plze?,25,10153,CAM
SCR Altach,16,10154,LB
AS Nancy Lorraine,6,10155,LM
Viktoria Plze?,90,10156,RM
Brentford,28,10157,GK
Odense Boldklub,4,10158,RWB
Charlton Athletic,24,10159,CDM
Eintracht Braunschweig,27,10160,LB
Montpellier HSC,15,10161,CB
1. FC Magdeburg,5,10162,RCB
Viktoria Plze?,6,10163,CDM
Houston Dynamo,12,10164,RM
Córdoba CF,21,10165,CDM
FC Hansa Rostock,6,10166,RDM
Portimonense SC,31,10167,CDM
SV Meppen,31,10168,CB
Puebla FC,14,10169,CB
Montreal Impact,11,10170,ST
Paraná,16,10171,CDM
Tottenham Hotspur,40,10172,CM
Itagüí Leones FC,19,10173,LDM
Mied? Legnica,14,10174,CAM
La Berrichonne de Châteauroux,3,10175,LCB
RCD Mallorca,17,10176,LB
Curicó Unido,1,10177,GK
Real Madrid,34,10178,LW
IK Sirius,23,10179,CAM
Brisbane Roar,33,10180,LW
Notts County,15,10181,ST
Club Deportes Temuco,26,10182,RB
CD Universidad de Concepción,25,10183,ST
Colorado Rapids,24,10184,CB
Jagiellonia Bia?ystok,22,10185,CDM
Forest Green Rovers,16,10186,CB
BB Erzurumspor,13,10187,GK
Barnsley,20,10188,RM
Heart of Midlothian,16,10189,CB
Charlton Athletic,21,10190,GK
Al Faisaly,31,10191,GK
Toronto FC,22,10192,ST
VfL Sportfreunde Lotte,8,10193,LM
Barnsley,25,10194,RS
Newcastle Jets,17,10195,RB
Junior FC,34,10196,LM
Aston Villa,17,10197,ST
Unión La Calera,20,10198,CB
Örebro SK,29,10199,RW
Universidad de Chile,26,10200,ST
FC Luzern,11,10201,LM
Mansfield Town,9,10202,ST
Östersunds FK,1,10203,GK
Estudiantes de La Plata,3,10204,LB
De Graafschap,12,10205,RB
Gangwon FC,16,10206,GK
Portsmouth,22,10207,RM
Albacete BP,3,10208,LB
Karlsruher SC,14,10209,ST
Independiente Santa Fe,18,10210,GK
1. FC Kaiserslautern,11,10211,RM
Padova,22,10212,GK
Beijing Renhe FC,12,10213,GK
Ohod Club,3,10214,RCB
FC St. Pauli,12,10215,RM
Excelsior,28,10216,LB
FSV Zwickau,10,10217,RM
Philadelphia Union,1,10218,GK
VVV-Venlo,17,10219,RB
Valenciennes FC,4,10220,CB
Padova,21,10221,CAM
Jeonbuk Hyundai Motors,19,10222,LB
Clube Sport Marítimo,89,10223,ST
FSV Zwickau,16,10224,RCB
Defensa y Justicia,4,10225,CB
Neuchâtel Xamax,17,10226,LM
Dalkurd FF,9,10227,LS
Luton Town,4,10228,CDM
Crotone,7,10229,RDM
Orlando Pirates,3,10230,LB
Querétaro,3,10231,LCB
Chongqing Dangdai Lifan FC SWM Team,10,10232,RDM
SCR Altach,18,10233,CB
Tromsø IL,11,10234,RM
Bristol Rovers,8,10235,RCM
New England Revolution,1,10236,GK
Heart of Midlothian,17,10237,LB
FC Metz,6,10238,CDM
Guadalajara,88,10239,CM
Club Atlético Banfield,21,10240,ST
FC Emmen,25,10241,ST
Östersunds FK,6,10242,CM
Coventry City,18,10243,RS
Mied? Legnica,11,10244,LM
San Martín de San Juan,21,10245,LM
SC Fortuna Köln,20,10246,RM
Motherwell,17,10247,RCM
MSV Duisburg,3,10248,RB
FC Schalke 04,34,10249,GK
Cruz Azul,12,10250,GK
Reading,28,10251,GK
Portland Timbers,13,10252,CB
Deportivo Pasto,8,10253,LDM
FC Carl Zeiss Jena,3,10254,LB
Jeonnam Dragons,19,10255,LW
VfL Osnabrück,10,10256,CAM
Djurgårdens IF,8,10257,CM
Grenoble Foot 38,21,10258,CM
Defensa y Justicia,15,10259,CDM
Kaizer Chiefs,20,10260,CB
CD Tondela,9,10261,ST
Royal Excel Mouscron,25,10262,CB
Cosenza,9,10263,ST
Sport Club do Recife,19,10264,CB
CF Reus Deportiu,27,10265,RM
CF Rayo Majadahonda,22,10266,LW
VfL Wolfsburg,38,10267,LM
AS Béziers,40,10268,GK
Real Madrid,36,10269,CM
FC Tokyo,17,10270,ST
Gimnàstic de Tarragona,28,10271,CB
Portimonense SC,30,10272,RB
Górnik Zabrze,22,10273,RCM
Ranheim Fotball,15,10274,LW
Stade Malherbe Caen,30,10275,GK
Randers FC,10,10276,CAM
